Customer_Id,Agreed_Price,Date_Sold,Other_Details,Car_Sold_Id,Car_for_sale_Id
295,810908086,1968-05-24 11:36:14.180000000,OAOQ8VQIT8SUUL24,92,295
523,884986032,2011-10-04 19:08:09.250000000,4DNX,93,523
664,1325657558,1998-06-24 12:56:19.840000000,5OCSIPBNXJMN0ZDX,94,664
333,-1199490881,1968-04-13 04:22:36.440000000,AGN7X5Y3G0SORLFAH,95,333
287,-1532067198,1960-04-27 17:33:27.740000000,0DGC166A876K2QUX26,96,287
821,354329475,2017-01-01 01:53:14.980000000,Z7IDO1PJY5Y7DJV,97,821
223,995686028,1961-10-06 23:03:56.130000000,JPYFH1MWRWWX,98,223
187,1136494332,2018-11-16 11:59:04.860000000,UUJ81HXH0RABN75A0T1,99,187
69,279200736,1966-09-03 22:47:59.130000000,CA73RSYLLMS5SG4B,100,69
61,-22868417,1961-01-18 11:07:55.520000000,YC2XWJXN3TTH,101,61
694,1687701096,1992-03-18 12:06:24.030000000,R3UPQJM,102,694
631,498309210,1993-09-09 10:06:34.810000000,H8IBVDZ5J73,103,631
928,-1935459093,1955-05-24 14:09:08.100000000,V1G,104,928
50,-2114912226,1966-05-01 15:10:09.250000000,,105,50
929,1500506993,1989-10-10 14:13:18.760000000,FQAGNY54ZUOB2QL,106,929
67,106689253,1957-08-14 16:22:16.410000000,YH3JM1,107,67
901,1369921780,2018-01-03 19:09:09.740000000,YIKMQMQPMVFASCZT9,108,901
679,706134022,1955-11-02 21:32:30.270000000,7VIAUGGI5WKDF,109,679
94,-1940461109,1960-12-29 09:25:46.690000000,ELBX3CE,110,94
150,-1805036634,1973-12-22 23:43:11.140000000,851FNFSCZNT,111,150
107,1174000987,1975-03-01 21:06:42.890000000,E5MNO358HT49GRV70,112,107
610,1909449541,1994-07-27 11:01:49.840000000,PXYQND9ET1PSXXJ899YO,113,610
954,-1304023931,2010-09-29 20:39:43.460000000,076ZE1SYVJKCXYW,114,954
491,-2133548205,2008-12-06 23:39:24.990000000,NI9E994IPW7Q7HM8,115,491
149,1908087499,1957-01-11 12:35:27.180000000,SPPSR8CHGYH5G,116,149
19,-1571662508,2002-04-26 14:38:09.290000000,,117,19
570,-1286005540,1995-06-08 13:31:46.670000000,,118,570
226,1561693351,2010-05-19 03:53:47.740000000,1MQPAZQ,119,226
619,1998977060,2018-06-27 01:39:36.070000000,N9IT2QDWBZ587EV9XX,120,619
6,1332593832,1995-12-29 12:41:07.920000000,BMD,121,6
361,1798411951,1973-07-27 12:34:39.270000000,X835VVJ2TYL4HPI,122,361
851,490204017,2001-01-09 14:40:36.560000000,PKKTGTQFNQGR,123,851
63,-1046828934,1957-09-29 11:27:48.020000000,6FGA0KLYKI1SX,124,63
282,92709447,2007-09-27 14:59:44.170000000,AL9EJEI4R2KS3,125,282
705,1905506474,2003-01-01 03:10:21.010000000,NI5ERPMI5U,126,705
959,-262989793,1955-03-14 00:50:45.080000000,5XF42J0IHFU,127,959
34,-1986710010,1982-07-12 07:53:49.800000000,CXDU1OEQ7H2B2,128,34
388,-639306,2009-06-13 23:17:43.030000000,M08PRGFXEH2ZO,129,388
93,-1057088356,2007-05-04 01:13:39.050000000,J9M3T5THE,130,93
281,,1997-11-26 10:46:16.330000000,LUQ,131,281
507,754812323,1997-07-31 08:26:00.440000000,8NU42PX0ARNDYEIVS2,132,507
532,-403929306,2001-09-14 05:44:13,,133,532
58,-284001643,2003-07-04 19:26:52.790000000,6Y,134,58
131,928605487,1961-08-18 13:32:04.280000000,ZH,135,131
497,633847514,1977-01-26 01:23:45.350000000,J,136,497
847,169826266,1975-02-27 08:20:52.290000000,LE4WPAORNXXZLIZUFF,137,847
614,-1447503959,2002-06-15 23:07:06.870000000,EZJ1IUVXARUN55TFW,138,614
105,1623292191,2013-05-21 09:21:34.810000000,QONQQ8V,139,105
743,1743354530,1959-04-08 08:17:43.420000000,09OY1K2Q541CL1UDD,140,743
402,872294028,2008-05-18 07:27:07.300000000,,141,402
934,1138582093,1990-05-14 08:30:44.420000000,ARTS,142,934
131,-1568404106,2016-02-02 23:41:23.650000000,36ORJO9B6DUL9CQALF0,143,131
25,-1900782746,1986-07-10 08:57:04.140000000,DJ1OU9,144,25
616,1376914597,1998-08-26 12:39:20.080000000,RFKD7HLUVWB6G,145,616
831,-125776436,1974-12-13 01:35:21.340000000,Q5,146,831
686,-516755964,1992-10-28 00:34:24.340000000,78419IPCS4PJ4ZW9,147,686
118,,1954-01-05 22:28:25.780000000,HWM0M4OHVE98JT,148,118
173,1082249130,2008-07-17 13:16:54.850000000,ETHL5BI,149,173
185,-218821105,1964-04-02 15:47:09.260000000,V,150,185
113,-531734397,1977-01-01 02:55:18.460000000,ECVBQWEX5DUJ8K4GJD4F,151,113
251,870883743,1974-07-27 12:21:28.310000000,8B24BIB30ZZQZ8RS65,152,251
998,250677360,1970-05-20 19:10:08.400000000,VAEFTVKWGP,153,998
569,-2095596204,1953-05-23 10:19:28.780000000,4SGV,154,569
64,-1241823792,1989-09-05 10:06:51.220000000,1T6ED2T4DUS8CDNC8,155,64
264,-537476654,2006-06-23 22:33:16.250000000,JTUV99Q,156,264
843,2142473460,2010-03-08 21:25:47.480000000,UD8V6A32,157,843
154,-1180198344,1988-12-11 22:38:46.780000000,Z0Q3TG,158,154
646,1600392667,1966-08-26 23:09:23.930000000,1Y2CJ32FV5W2B6J,159,646
517,1469283384,1982-04-30 11:59:48.240000000,OR,160,517
971,853425081,1987-07-31 13:22:33.670000000,FWINI5AONCIIQCKT,161,971
78,-702807557,1994-02-02 08:28:26.610000000,7E2RBSZ1E1QJF3,162,78
513,-631171656,1961-07-23 19:51:26.700000000,BL1DJAK79FE2DM6PRC9,163,513
156,15910024,1967-07-01 20:18:51.220000000,9PG43I,164,156
814,-335770555,1982-02-01 22:39:30.360000000,43K479G,165,814
35,1779514700,1995-05-24 15:17:10.700000000,5B7A0N7SCWQLE7CY,166,35
576,-748006579,1992-06-16 15:22:29.890000000,6ERM4W90NF3OA6TWF,167,576
553,337638537,2010-01-22 15:34:57.060000000,,168,553
673,-1295715508,2002-02-12 07:07:39.170000000,DK2812W47DW8WQLY1UOK,169,673
995,479489331,1984-11-11 22:15:39.640000000,FX9C7341PWPY7ZE4XDPP,170,995
302,-773951306,2000-11-14 04:14:34.890000000,,171,302
65,-1627558005,2018-11-10 15:31:02.420000000,V3FJD3,172,65
466,1533113885,2001-01-17 04:10:11.860000000,5Y8VZYMSWTYS2H,173,466
484,-2105874335,2004-02-11 19:36:04.310000000,79OR7T3HZV1,174,484
217,1477221616,1963-02-09 18:12:28.760000000,26XOQ,175,217
72,-1783581283,1958-08-18 04:10:23.490000000,QJYG370RC1JQWX7EV5UL,176,72
231,-69311846,1976-06-23 12:53:15.630000000,H2,177,231
151,204823211,1967-07-04 05:43:32.410000000,9ZY8KMZ58RC,178,151
447,-639497747,1978-02-02 22:48:27.940000000,I,179,447
452,-2145913408,1985-10-16 13:24:22.830000000,6HRGH,180,452
20,,1963-03-07 02:35:56.660000000,Y8Y3INART458HH739S6,181,20
389,889232447,1954-03-09 02:22:19.300000000,1EI4L9,182,389
21,-1051896029,1992-12-24 18:36:54.950000000,5Y,183,21
203,-1559195238,1998-03-14 07:30:33.760000000,UFZ0I00UQWC7B,184,203
914,695639180,1983-05-03 22:18:20.580000000,M4G1J27Z9S0KQTI9R5,185,914
30,779698536,1976-05-02 22:24:48.020000000,FAQ8,186,30
510,-833291844,1980-03-13 13:15:52.040000000,Y72E19DT2E,187,510
963,-1994915978,2001-04-24 19:24:44.220000000,GTUMW6V57Z,188,963
994,-1406280810,1966-10-30 09:20:01.570000000,,189,994
17,-201956804,1974-02-24 14:58:48.040000000,6CG57FVTWVY2BZS,190,17
654,-975264513,1985-11-19 03:57:57.870000000,0,191,654
279,-1016834304,2005-03-17 09:42:05.520000000,6HBB1FXJW9FK,192,279
968,794173232,1988-10-20 23:57:42.940000000,HZXW2K46E6LMLURAWDY5,193,968
588,1444721977,1984-01-22 21:21:46.560000000,TGYV,194,588
773,1987080530,1990-09-07 18:55:09.750000000,17NIMDBVG3E3QC,195,773
325,-360220688,1967-04-16 22:58:40.690000000,8R,196,325
421,-1909035135,1981-10-22 12:39:17.710000000,QPGL58ZWGF8OIZ,197,421
975,244262856,2001-08-05 03:22:32.420000000,SJWIWK7APDOWTNM9K158,198,975
886,-1491690822,1957-06-08 10:17:33.770000000,TG2FIPXWMSKF2XSYQ,199,886
973,1276325143,1956-04-04 21:22:09.380000000,RI,200,973
256,-1297844867,2001-06-27 10:12:51.450000000,Q7GC69U5NMDQ,201,256
133,-1385113308,2001-10-05 08:59:27.290000000,,202,133
898,-376224471,1970-11-23 15:20:46.620000000,Y3,203,898
179,1849424065,1976-09-05 15:01:15.210000000,3DU,204,179
883,907895140,1982-05-19 11:32:34.370000000,D2L4HQPTBU6DPQ,205,883
545,927275476,1977-02-20 11:24:16.040000000,9L2BG3RZ56O7YP4MHX8,206,545
786,-647746437,1992-07-09 08:11:16.450000000,NLCVGJ0UTGZ04VU802D7,207,786
515,-1682208132,1985-04-07 23:34:04.090000000,3FXSIQ4,208,515
353,406101717,2009-04-12 16:07:00.020000000,7PGHOEN97VW2X5P7N,209,353
23,1177511765,1984-01-20 05:56:27.720000000,3UWMFJ0EJ5E2XTVNMQJ,210,23
34,863765846,1983-01-01 09:40:00.620000000,FH7YT6H4P,211,34
692,-788971042,1995-09-06 15:42:15.060000000,,212,692
122,-1217208879,1963-11-09 23:50:18.830000000,Q4FNA,213,122
55,-1017597627,1999-11-10 09:45:01.100000000,L9XHAUHU4X379IY,214,55
136,1113437194,1972-02-25 09:23:51.580000000,4NLNXS8,215,136
582,-1891636593,1986-05-25 11:00:14.370000000,WPLFNXH5LD1GL15MP3O,216,582
262,-1543846063,1954-02-09 13:51:31.650000000,DXGFS20S1MCS1VK,217,262
311,842889882,1982-05-11 12:20:52.940000000,9166FYMV,218,311
243,-1460273157,2003-02-27 22:00:30.640000000,H12HZYT3YP,219,243
785,631246196,1958-10-03 00:14:42.340000000,,220,785
134,98597872,1968-03-13 02:01:18.650000000,5NLXP3Y08FQGKCN,221,134
613,-116292092,2010-02-21 19:57:45.680000000,I,222,613
560,-1782142111,1996-03-26 06:14:55.480000000,EAK,223,560
656,987672512,1980-12-19 16:08:51.130000000,A,224,656
342,-1251002031,2017-12-23 18:17:41.780000000,XB1OJO26LB4EL8QUNV92,225,342
24,-797935243,2014-08-29 18:32:29.380000000,MWNAWL4AOP7CK0,226,24
98,1919721832,1983-01-21 15:33:19.480000000,1AHJCKU988B94,227,98
878,-602787980,1969-12-27 06:48:25.300000000,NOO8PBEEE,228,878
711,-115574924,1966-06-07 00:40:54.550000000,3YVXMW21,229,711
893,-1458719542,2014-10-25 19:13:48.080000000,CSDDPPQRNE1LB0P1,230,893
652,-1827958530,1995-10-26 15:31:05.780000000,I3UPYNVVGEOXMB691RS9,231,652
201,-1459927683,1993-11-18 09:30:43.210000000,ZJZJRZC0SX6WLE,232,201
265,1236798782,1963-01-26 19:25:58.640000000,,233,265
475,-135773242,,JE5HI9B1U03UC99X,234,475
196,1950840407,1974-11-01 01:26:18.560000000,PJKV,235,196
888,2135221083,2003-04-21 03:11:31.380000000,7NJUOGI01X72IDMRT,236,888
492,1397999231,1980-05-31 17:36:29.370000000,8YPRW,237,492
638,1152759861,2002-04-15 11:01:32.680000000,OIO84WUDBD,238,638
320,418715914,1969-04-21 03:35:39.740000000,HYNLUITZ6M9RWA0W,239,320
369,499046779,1968-10-26 19:57:59.390000000,CXF,240,369
245,304090722,1959-03-14 10:54:04.540000000,R165SAV42TQ,241,245
18,944046947,,55S54DFVRQVEQSX401,242,18
611,2140427422,2002-10-24 14:13:31.570000000,EYRQXGF28YV3SIMQ57QP,243,611
2,-684292672,2013-12-05 13:41:47.960000000,,244,2
984,280098645,2011-01-12 03:17:44.200000000,JN06SFZCQ3,245,984
962,2102627273,2001-10-10 03:23:33.850000000,SC6EEVPPB7XWM2V32SXA,246,962
158,-1177153641,2010-02-23 05:18:47.420000000,3XE3PRO02V7R2,247,158
195,-415625848,2009-03-14 12:15:42.810000000,6GBQC00M9LQE4WBXKSTP,248,195
92,1706396714,1994-05-09 09:51:46.690000000,ERBP31,249,92
191,-1916813670,2007-12-11 14:12:41.840000000,9CP5J1,250,191
124,-692311794,1964-11-28 11:57:54.970000000,NQ1L9C,251,124
111,1459431727,1957-04-16 07:54:55.380000000,NSCANRP5AEY,252,111
733,955998474,1966-03-08 09:07:09.030000000,BSO018ZBDXVLV,253,733
102,-211929808,2018-06-13 00:18:24.770000000,7N6J7JD8RYYEF9Z31A6,254,102
840,-1019691196,2017-06-07 05:22:01.780000000,PWYQZCA02PWQFKK1Y,255,840
166,-344120947,2017-09-05 10:02:51.440000000,7E02,256,166
573,752361283,2007-01-22 19:20:50.730000000,Q2NSPCAWKEOCAPGJU9C6,257,573
242,-927854159,2010-05-05 14:15:05.780000000,17YUPX593S5NW8OCKKO,258,242
838,-857811790,1958-07-13 02:44:31.810000000,TBCQ,259,838
860,-124072350,2008-12-03 23:11:55.490000000,9CI8D5OVYOUPX0E4,260,860
448,1933935597,1977-09-12 20:43:33.430000000,HMJPEGS,261,448
45,1632244811,1986-09-19 17:00:05,AOOE8QV7MGLN1QMH,262,45
804,1656345953,2013-01-29 19:50:56.560000000,XKTM,263,804
461,888042193,1975-07-15 01:22:51.150000000,K9N6UP7I,264,461
341,-665785195,1971-11-02 22:53:09.530000000,VP,265,341
779,286012029,2013-06-17 20:53:11.940000000,2GZHPYZHBJTHLR01XGWY,266,779
427,13512214,2007-03-26 14:25:21.940000000,O4ER2V50,267,427
648,-1844295702,2008-02-13 00:09:17.410000000,KPX0N5HA8MU4B0F5K2,268,648
71,-442861057,1985-08-11 20:16:16.420000000,5KEYRG,269,71
609,-1361186457,2008-01-08 22:24:00.270000000,CLQN2TH6Z3KL,270,609
90,69777746,2015-07-22 06:33:29.720000000,UKN8A4GD4YLHTGUJ6Q,271,90
624,499187457,2010-09-25 15:47:22.220000000,K8TWJKJ1M41BKZYUL,272,624
991,-1883415727,2003-02-08 23:58:41.700000000,6,273,991
874,-1603987456,2003-10-21 10:15:51.910000000,N017M4,274,874
540,618930806,1966-07-16 16:22:53.550000000,9CNNSDE0V0O3NQ2T9,275,540
138,1733894642,1996-12-17 11:06:26.100000000,M0IUL9MZ2IK7M9FFAOZ,276,138
244,-2022687267,1974-12-09 10:01:10.770000000,8Y6Z2UWTJXK,277,244
558,-1524945539,1973-04-07 12:19:30.700000000,R4Z4NEQD0TAVGNEF,278,558
169,-1738051539,2018-02-09 16:40:01.480000000,7GDTSU,279,169
380,130650140,2013-06-16 02:51:21.640000000,UIRRCSG,280,380
867,-2139664510,1989-10-26 10:50:03.710000000,YDFH9BSVYLFFOAIFG,281,867
84,-172525603,1961-10-12 06:01:58.960000000,4BG6DZAC94,282,84
787,471850849,1973-04-23 08:40:42.690000000,Z17C4X2,283,787
520,-319220473,1994-02-10 01:20:37.640000000,W5DFKF8CFYKZCBVO,284,520
830,-1372783644,1958-01-29 18:50:30.320000000,PS0G7X1N9YK72KDG7,285,830
542,1630288336,1962-02-21 16:45:59.170000000,BRVWQ4NUD,286,542
130,2076523589,2001-08-20 10:06:39.050000000,4AO6J7,287,130
163,-885313485,1996-05-14 15:12:41.010000000,42RP8BRBGO4,288,163
635,-265190779,1995-06-13 04:08:41.440000000,E7J5RJW9S1VTD,289,635
554,2134855306,1964-05-22 09:23:07.210000000,CJYAENU48,290,554
20,-322368541,1986-10-09 06:05:27.840000000,FT3F3KAGIGYI,291,20
250,-1379767110,2011-12-16 12:56:25.610000000,4WMNYM36,292,250
801,-1122126084,1974-11-20 14:51:57.560000000,,293,801
264,-544236333,2012-05-11 11:49:37.200000000,OZ8C5AGJ9Y5QX,294,264
922,1957671048,2010-08-08 06:52:06.310000000,H58REAWLTYT,295,922
47,-1638193780,2001-02-06 02:57:54.400000000,R0WI46GHEFU7,296,47
193,-1173884361,1965-02-11 15:03:07.980000000,61XOJFEY76SECSOF35,297,193
178,-1268023509,1980-04-12 12:50:40.420000000,IRIFNRUYAG11A0,298,178
662,-1820939924,1995-02-03 14:48:38.420000000,88YWAJF,299,662
206,1197868562,2016-07-26 06:24:32.260000000,KU33SER1B9K,300,206
535,-1450674119,2013-07-16 12:58:11.910000000,DNLAXP,301,535
187,-882257951,1955-01-12 05:09:30.010000000,4I54HEQJFG6,302,187
774,-1007155413,1976-08-03 15:59:26.390000000,R3,303,774
483,-487130376,2005-04-30 11:27:46.420000000,YLJN1KIEPRQB9K,304,483
254,-76408957,2011-05-22 07:39:12.120000000,OYL2BXE,305,254
439,-1810226429,1973-03-04 20:10:32.760000000,LP2UC,306,439
120,1748756329,1973-03-07 07:56:13.680000000,4ESL2O0Q,307,120
260,-854757592,1981-05-17 22:51:17.120000000,NWL3GDR3HZRS79O,308,260
563,-1128432079,2004-11-28 07:55:31.220000000,DKVY,309,563
703,1336511680,1973-06-21 18:15:35.680000000,Z,310,703
641,-1527928314,1995-09-29 00:01:40.660000000,5TKCYP,311,641
16,-1754524592,1986-10-18 07:01:20.020000000,VNYPY6PUXCULLVKSW,312,16
148,208382357,2011-03-25 21:35:04.300000000,3TP44SBN6GAV0SEA44,313,148
48,-526876578,1964-01-26 23:53:10.170000000,IBH,314,48
189,-1890811769,1972-02-09 12:21:51.780000000,JNI3CETL0O7UWHRI5DA,315,189
123,267013799,1968-12-02 14:41:34.470000000,,316,123
121,-912140485,1966-05-30 08:19:22.300000000,J2C17AQFYETLQ6G,317,121
284,,1971-12-21 18:30:18.920000000,OZ9DU97S,318,284
103,583260895,1970-06-16 06:32:20.830000000,H,319,103
800,-2045709950,1962-09-12 06:07:10.350000000,DMO5,320,800
232,-1316153330,1964-10-29 10:46:32.890000000,HTZK61432529E85BAWHD,321,232
156,-1530194988,1963-11-12 23:12:40.930000000,ME9UJ3QIDSA8S4W6WFNV,322,156
13,1122864468,1965-09-02 20:00:35.970000000,AP7XEPCH2Q6RZVFQP,323,13
446,106135715,1974-03-23 10:53:09.200000000,XELOCR1,324,446
92,-1252944031,1974-04-02 16:18:32.430000000,495EHTIV,325,92
255,,1956-08-06 17:37:04.110000000,P1X4ED0B23HT9,326,255
824,-1476786385,1988-11-06 00:55:24.660000000,F6RPGKLCGW,327,824
531,728113778,2009-09-29 12:09:04.510000000,L2C,328,531
952,-999005310,2012-03-14 03:23:45.600000000,8C83IP,329,952
184,430806416,1984-06-08 13:24:59.150000000,SIJ0KD,330,184
946,-432234521,1984-11-05 20:03:18.110000000,OKRVRP8P42BQCL1,331,946
852,-711455962,2013-08-27 21:10:30.360000000,SBOMTQ8QQRRD85,332,852
64,1653740778,1997-03-03 21:30:52.290000000,Z72RC1PBMGJ,333,64
467,-1268007520,1954-07-18 10:15:29.220000000,6RRD3R7QPWQGXB15,334,467
845,-1317461664,2018-11-30 13:53:09.740000000,YUHZLCIATP93Z16AI1YY,335,845
357,-863385657,1987-10-16 05:40:33.700000000,NM0ER2HMT00K,336,357
552,1808421525,2004-03-09 14:02:32.570000000,OL18KE9391YNPU,337,552
305,1460953956,1986-12-23 21:12:56.270000000,5F936LA8G,338,305
419,828030827,2001-09-20 17:41:25.520000000,U91NZP9I,339,419
391,1219297797,2003-11-26 22:39:57.570000000,DL99GJ,340,391
422,144566224,2007-12-17 08:49:45.490000000,BDK1Q1,341,422
663,-1497769432,1973-04-05 11:15:21.920000000,XGEQWEPECKOQ57F9,342,663
601,1670611242,2010-06-16 07:17:09.800000000,P51HYW6TJHAWO,343,601
932,-415676883,1974-12-23 09:53:05.750000000,US147LYC4ZY9,344,932
913,-448137497,1987-08-24 09:21:26.550000000,LQEIV4,345,913
300,1225635773,2018-12-21 23:04:07.820000000,CK0QZJ7XCWEHO5TX,346,300
681,1892797807,1953-09-23 15:21:21.310000000,27OED12IO8L25ZFSH3,347,681
343,-1998342207,1963-10-26 14:58:47.380000000,SA5OD1Z7KHLIRSA,348,343
334,-1895956479,1993-04-02 23:27:45.410000000,OFTYJY8ABMU7,349,334
320,1582735241,1994-09-06 16:10:31.840000000,Z,350,320
175,412376821,1987-09-10 18:38:32.090000000,72K5SX,351,175
910,1203217571,2012-02-21 20:32:49.070000000,ACEUH13PU,352,910
284,-1146765634,1962-10-29 06:18:19.590000000,VJQCN4PU2VDR6R9,353,284
17,-1268747707,1985-05-25 08:41:28.060000000,SDF6NHI4,354,17
